1 ----> uni0001	
26177 ----> uni6641	晁
26178 ----> uni6642	時
26179 ----> uni6643	晃
26181 ----> uni6645	晅
26183 ----> uni6647	晇
26184 ----> uni6648	晈
26185 ----> uni6649	晉
26186 ----> uni664A	晊
26187 ----> uni664B	晋
26188 ----> uni664C	晌
26191 ----> uni664F	晏
26193 ----> uni6651	晑
26194 ----> uni6652	晒
26201 ----> uni6659	晙
26202 ----> uni665A	晚
26203 ----> uni665B	晛
26204 ----> uni665C	晜
26205 ----> uni665D	晝
26206 ----> uni665E	晞
26207 ----> uni665F	晟
26209 ----> uni6661	晡
26210 ----> uni6662	晢
26212 ----> uni6664	晤
26213 ----> uni6665	晥
26214 ----> uni6666	晦
26215 ----> uni6667	晧
26216 ----> uni6668	晨
26218 ----> uni666A	晪
26220 ----> uni666C	晬
26222 ----> uni666E	普
26223 ----> uni666F	景
26224 ----> uni6670	晰
26225 ----> uni6671	晱
26226 ----> uni6672	晲
26228 ----> uni6674	晴
26230 ----> uni6676	晶
26231 ----> uni6677	晷
26232 ----> uni6678	晸
26233 ----> uni6679	晹
26234 ----> uni667A	智
26235 ----> uni667B	晻
26236 ----> uni667C	晼
26238 ----> uni667E	晾
26240 ----> uni6680	暀
26244 ----> uni6684	暄
26246 ----> uni6686	暆
26247 ----> uni6687	暇
26248 ----> uni6688	暈
26249 ----> uni6689	暉
26250 ----> uni668A	暊
26251 ----> uni668B	暋
26252 ----> uni668C	暌
26253 ----> uni668D	暍
26254 ----> uni668E	暎
26256 ----> uni6690	暐
26257 ----> uni6691	暑
26260 ----> uni6694	暔
26261 ----> uni6695	暕
26262 ----> uni6696	暖
26263 ----> uni6697	暗
26264 ----> uni6698	暘
26265 ----> uni6699	暙
26269 ----> uni669D	暝
26271 ----> uni669F	暟
26272 ----> uni66A0	暠
26273 ----> uni66A1	暡
26274 ----> uni66A2	暢
26280 ----> uni66A8	暨
26281 ----> uni66A9	暩
26282 ----> uni66AA	暪
26283 ----> uni66AB	暫
26286 ----> uni66AE	暮
26287 ----> uni66AF	暯
26288 ----> uni66B0	暰
26289 ----> uni66B1	暱
26290 ----> uni66B2	暲
26292 ----> uni66B4	暴
26293 ----> uni66B5	暵
26295 ----> uni66B7	暷
26296 ----> uni66B8	暸
26297 ----> uni66B9	暹
26298 ----> uni66BA	暺
26299 ----> uni66BB	暻
26301 ----> uni66BD	暽
26302 ----> uni66BE	暾
26304 ----> uni66C0	曀
26308 ----> uni66C4	曄
26310 ----> uni66C6	曆
26311 ----> uni66C7	曇
26312 ----> uni66C8	曈
26313 ----> uni66C9	曉
26314 ----> uni66CA	曊
26315 ----> uni66CB	曋
26316 ----> uni66CC	曌
26319 ----> uni66CF	曏
26322 ----> uni66D2	曒
26326 ----> uni66D6	曖
26328 ----> uni66D8	曘
26329 ----> uni66D9	曙
26330 ----> uni66DA	曚
26331 ----> uni66DB	曛
26332 ----> uni66DC	曜
26333 ----> uni66DD	曝
26334 ----> uni66DE	曞
26336 ----> uni66E0	曠
26339 ----> uni66E3	曣
26340 ----> uni66E4	曤
26342 ----> uni66E6	曦
26344 ----> uni66E8	曨
26345 ----> uni66E9	曩
26347 ----> uni66EB	曫
26348 ----> uni66EC	曬
26349 ----> uni66ED	曭
26350 ----> uni66EE	曮
26352 ----> uni66F0	曰
26353 ----> uni66F1	曱
26354 ----> uni66F2	曲
26355 ----> uni66F3	曳
26356 ----> uni66F4	更
26358 ----> uni66F6	曶
26359 ----> uni66F7	曷
26360 ----> uni66F8	書
26361 ----> uni66F9	曹
26364 ----> uni66FC	曼
26366 ----> uni66FE	曾
26367 ----> uni66FF	替
26368 ----> uni6700	最
26369 ----> uni6701	朁
26371 ----> uni6703	會
26372 ----> uni6704	朄
26373 ----> uni6705	朅
26376 ----> uni322A	月
26377 ----> uni3232	有
26378 ----> uni670A	朊
26379 ----> uni670B	朋
26380 ----> uni670C	朌
26381 ----> uni670D	服
26383 ----> uni670F	朏
26384 ----> uni6710	朐
26386 ----> uni6712	朒
26387 ----> uni6713	朓
26388 ----> uni6714	朔
26389 ----> uni6715	朕
26391 ----> uni6717	朗
26392 ----> uni6718	朘
26395 ----> uni671B	望
26397 ----> uni671D	朝
26398 ----> uni671E	朞
26399 ----> uni671F	期
26400 ----> uni6720	朠
26401 ----> uni6721	朡
26402 ----> uni6722	朢
26403 ----> uni6723	朣
26405 ----> uni6725	朥
26406 ----> uni6726	朦
26407 ----> uni6727	朧
26408 ----> uni322D	木
26410 ----> uni672A	未
26411 ----> uni672B	末
26412 ----> uni672C	本
26413 ----> uni672D	札
26414 ----> uni672E	朮
26417 ----> uni6731	朱
26419 ----> uni6733	朳
26420 ----> uni6734	朴
26421 ----> uni6735	朵
26422 ----> uni6736	朶
26424 ----> uni6738	朸
26425 ----> uni6739	朹
26426 ----> uni673A	机
26427 ----> uni673B	朻
26428 ----> uni673C	朼
26429 ----> uni673D	朽
26430 ----> uni673E	朾
26431 ----> uni673F	朿
26437 ----> uni6745	杅
26438 ----> uni6746	杆
26439 ----> uni6747	杇
26440 ----> uni6748	杈
26441 ----> uni6749	杉
26443 ----> uni674B	杋
26444 ----> uni674C	杌
26445 ----> uni674D	杍
26446 ----> uni674E	李
26447 ----> uni674F	杏
26448 ----> uni6750	材
26449 ----> uni6751	村
26451 ----> uni6753	杓
26453 ----> uni6755	杕
26454 ----> uni6756	杖
26455 ----> uni6757	杗
26457 ----> uni6759	杙
26458 ----> uni675A	杚
26460 ----> uni675C	杜
26461 ----> uni675D	杝
26462 ----> uni675E	杞
26463 ----> uni675F	束
26464 ----> uni6760	杠
26465 ----> uni6761	条
26471 ----> uni6767	杧
26474 ----> uni676A	杪
26476 ----> uni676C	杬
26477 ----> uni676D	杭
26479 ----> uni676F	杯
26480 ----> uni6770	杰
26481 ----> uni6771	東
26482 ----> uni6772	杲
26483 ----> uni6773	杳
26484 ----> uni6774	杴
26485 ----> uni6775	杵
26486 ----> uni6776	杶
26487 ----> uni6777	杷
26488 ----> uni6778	杸
26489 ----> uni6779	杹
26490 ----> uni677A	杺
26491 ----> uni677B	杻
26492 ----> uni677C	杼
26493 ----> uni677D	杽
26494 ----> uni677E	松
26495 ----> uni677F	板
26497 ----> uni6781	极
26499 ----> uni6783	枃
26500 ----> uni6784	构
26501 ----> uni6785	枅
26502 ----> uni6786	枆
26503 ----> uni6787	枇
26505 ----> uni6789	枉
26507 ----> uni678B	枋
26508 ----> uni678C	枌
26509 ----> uni678D	枍
26510 ----> uni678E	枎
26512 ----> uni6790	析
26513 ----> uni6791	枑
26514 ----> uni6792	枒
26515 ----> uni6793	枓
26516 ----> uni6794	枔
26517 ----> uni6795	枕
26519 ----> uni6797	林
26520 ----> uni6798	枘
26521 ----> uni6799	枙
26522 ----> uni679A	枚
26524 ----> uni679C	果
26525 ----> uni679D	枝
26527 ----> uni679F	枟
26528 ----> uni67A0	枠
26540 ----> uni67AC	枬
26542 ----> uni67AE	枮
26543 ----> uni67AF	枯
26544 ----> uni67B0	枰
26545 ----> uni67B1	枱
26546 ----> uni67B2	枲
26547 ----> uni67B3	枳
26548 ----> uni67B4	枴
26549 ----> uni67B5	枵
26550 ----> uni67B6	架
26551 ----> uni67B7	枷
26552 ----> uni67B8	枸
26553 ----> uni67B9	枹
26554 ----> uni67BA	枺
26555 ----> uni67BB	枻
26560 ----> uni67C0	柀
26561 ----> uni67C1	柁
26562 ----> uni67C2	柂
26563 ----> uni67C3	柃
26564 ----> uni67C4	柄
26565 ----> uni67C5	柅
26566 ----> uni67C6	柆
26568 ----> uni67C8	柈
26569 ----> uni67C9	柉
26570 ----> uni67CA	柊
26571 ----> uni67CB	柋
26572 ----> uni67CC	柌
26573 ----> uni67CD	柍
26574 ----> uni67CE	柎
26575 ----> uni67CF	柏
26576 ----> uni67D0	某
26577 ----> uni67D1	柑
26578 ----> uni67D2	柒
26579 ----> uni67D3	染
26580 ----> uni67D4	柔
26584 ----> uni67D8	柘
26585 ----> uni67D9	柙
26586 ----> uni67DA	柚
26587 ----> uni67DB	柛
26588 ----> uni67DC	柜
26589 ----> uni67DD	柝
26590 ----> uni67DE	柞
26591 ----> uni67DF	柟
26594 ----> uni67E2	柢
26595 ----> uni67E3	柣
26596 ----> uni67E4	柤
26597 ----> uni67E5	查
26598 ----> uni67E6	柦
26599 ----> uni67E7	柧
26601 ----> uni67E9	柩
26602 ----> uni67EA	柪
26603 ----> uni67EB	柫
26604 ----> uni67EC	柬
26605 ----> uni67ED	柭
26606 ----> uni67EE	柮
26607 ----> uni67EF	柯
26608 ----> uni67F0	柰
26609 ----> uni67F1	柱
26610 ----> uni67F2	柲
26611 ----> uni67F3	柳
26612 ----> uni67F4	柴
26613 ----> uni67F5	柵
26614 ----> uni67F6	柶
26615 ----> uni67F7	柷
26616 ----> uni67F8	柸
26617 ----> uni67F9	柹
26618 ----> uni67FA	柺
26620 ----> uni67FC	柼
26623 ----> uni67FF	柿
26626 ----> uni6802	栂
26627 ----> uni6803	栃
26642 ----> uni6812	栒
26643 ----> uni6813	栓
26644 ----> uni6814	栔
26646 ----> uni6816	栖
26647 ----> uni6817	栗
26648 ----> uni6818	栘
26650 ----> uni681A	栚
26652 ----> uni681C	栜
26653 ----> uni681D	栝
26655 ----> uni681F	栟
26656 ----> uni6820	栠
26657 ----> uni6821	校
26658 ----> uni6822	栢
26661 ----> uni6825	栥
26662 ----> uni6826	栦
26664 ----> uni6828	栨
26665 ----> uni6829	栩
26666 ----> uni3291	株
26667 ----> uni682B	栫
26669 ----> uni682D	栭
26670 ----> uni682E	栮
26671 ----> uni682F	栯
26673 ----> uni6831	栱
26674 ----> uni6832	栲
26675 ----> uni6833	栳
26676 ----> uni6834	栴
26677 ----> uni6835	栵
26680 ----> uni6838	核
26681 ----> uni6839	根
26682 ----> uni683A	栺
26683 ----> uni683B	栻
26684 ----> uni683C	格
26685 ----> uni683D	栽
26688 ----> uni6840	桀
26689 ----> uni6841	桁
26690 ----> uni6842	桂
26691 ----> uni6843	桃
26692 ----> uni6844	桄
26693 ----> uni6845	桅
26694 ----> uni6846	框
26696 ----> uni6848	案
26697 ----> uni6849	桉
26699 ----> uni684B	桋
26700 ----> uni684C	桌
26701 ----> uni684D	桍
26702 ----> uni684E	桎
26703 ----> uni684F	桏
26704 ----> uni6850	桐
26705 ----> uni6851	桑
26707 ----> uni6853	桓
26708 ----> uni6854	桔
26731 ----> uni686B	桫
26733 ----> uni686D	桭
26734 ----> uni686E	桮
26735 ----> uni686F	桯
26737 ----> uni6871	桱
26738 ----> uni6872	桲
26740 ----> uni6874	桴
26741 ----> uni6875	桵
26742 ----> uni6876	桶
26743 ----> uni6877	桷
26744 ----> uni6878	桸
26745 ----> uni6879	桹
26747 ----> uni687B	桻
26748 ----> uni687C	桼
26749 ----> uni687D	桽
26750 ----> uni687E	桾
26751 ----> uni687F	桿
26752 ----> uni6880	梀
26753 ----> uni6881	梁
26754 ----> uni6882	梂
26755 ----> uni6883	梃
26757 ----> uni6885	梅
26758 ----> uni6886	梆
26759 ----> uni6887	梇
26761 ----> uni6889	梉
26762 ----> uni688A	梊
26763 ----> uni688B	梋
26764 ----> uni688C	梌
26767 ----> uni688F	梏
26768 ----> uni6890	梐
26769 ----> uni6891	梑
26770 ----> uni6892	梒
26771 ----> uni6893	梓
26772 ----> uni6894	梔
26774 ----> uni6896	梖
26775 ----> uni6897	梗
26776 ----> uni6898	梘
26779 ----> uni689B	梛
26780 ----> uni689C	梜
26781 ----> uni689D	條
26783 ----> uni689F	梟
26784 ----> uni68A0	梠
26785 ----> uni68A1	梡
26786 ----> uni68A2	梢
26787 ----> uni68A3	梣
26788 ----> uni68A4	梤
26791 ----> uni68A7	梧
26792 ----> uni68A8	梨
26793 ----> uni68A9	梩
26794 ----> uni68AA	梪
26795 ----> uni68AB	梫
26796 ----> uni68AC	梬
26797 ----> uni68AD	梭
26798 ----> uni68AE	梮
26799 ----> uni68AF	梯
26800 ----> uni68B0	械
26801 ----> uni68B1	梱
26802 ----> uni68B2	梲
26803 ----> uni68B3	梳
26804 ----> uni68B4	梴
26805 ----> uni68B5	梵
26806 ----> uni68B6	梶
26820 ----> uni68C4	棄
26822 ----> uni68C6	棆
26823 ----> uni68C7	棇
26824 ----> uni68C8	棈
26825 ----> uni68C9	棉
26826 ----> uni68CA	棊
26827 ----> uni68CB	棋
26828 ----> uni68CC	棌
26829 ----> uni68CD	棍
26830 ----> uni68CE	棎
26832 ----> uni68D0	棐
26833 ----> uni68D1	棑
26834 ----> uni68D2	棒
26835 ----> uni68D3	棓
26836 ----> uni68D4	棔
26837 ----> uni68D5	棕
26838 ----> uni68D6	棖
26839 ----> uni68D7	棗
26840 ----> uni68D8	棘
26842 ----> uni68DA	棚
26844 ----> uni68DC	棜
26845 ----> uni68DD	棝
26846 ----> uni68DE	棞
26847 ----> uni68DF	棟
26848 ----> uni68E0	棠
26849 ----> uni68E1	棡
26851 ----> uni68E3	棣
26852 ----> uni68E4	棤
26854 ----> uni68E6	棦
26855 ----> uni68E7	棧
26856 ----> uni68E8	棨
26857 ----> uni68E9	棩
26858 ----> uni68EA	棪
26859 ----> uni68EB	棫
26860 ----> uni68EC	棬
26862 ----> uni68EE	森
26863 ----> uni68EF	棯
26864 ----> uni68F0	棰
26865 ----> uni68F1	棱
26866 ----> uni68F2	棲
26867 ----> uni68F3	棳
26868 ----> uni68F4	棴
26869 ----> uni68F5	棵
26870 ----> uni68F6	棶
26871 ----> uni68F7	棷
26872 ----> uni68F8	棸
26873 ----> uni68F9	棹
26874 ----> uni68FA	棺
26875 ----> uni68FB	棻
26876 ----> uni68FC	棼
26877 ----> uni68FD	棽
26880 ----> uni6900	椀
26881 ----> uni6901	椁
26884 ----> uni6904	椄
26885 ----> uni6905	椅
26886 ----> uni6906	椆
26887 ----> uni6907	椇
26888 ----> uni6908	椈
26890 ----> uni690A	椊
26891 ----> uni690B	椋
26892 ----> uni690C	椌
26893 ----> uni690D	植
26894 ----> uni690E	椎
26895 ----> uni690F	椏
26896 ----> uni6910	椐
26897 ----> uni6911	椑
26898 ----> uni6912	椒
26899 ----> uni6913	椓
26900 ----> uni6914	椔
26901 ----> uni6915	椕
26903 ----> uni6917	椗
26906 ----> uni691A	椚
26917 ----> uni6925	椥
26922 ----> uni692A	椪
26924 ----> uni692C	椬
26927 ----> uni692F	椯
26928 ----> uni6930	椰
26930 ----> uni6932	椲
26931 ----> uni6933	椳
26932 ----> uni6934	椴
26933 ----> uni6935	椵
26935 ----> uni6937	椷
26936 ----> uni6938	椸
26937 ----> uni6939	椹
26939 ----> uni693B	椻
26940 ----> uni693C	椼
26941 ----> uni693D	椽
26942 ----> uni693E	椾
26943 ----> uni693F	椿
26944 ----> uni6940	楀
26945 ----> uni6941	楁
26946 ----> uni6942	楂
26948 ----> uni6944	楄
26949 ----> uni6945	楅
26952 ----> uni6948	楈
26953 ----> uni6949	楉
26954 ----> uni694A	楊
26955 ----> uni694B	楋
26956 ----> uni694C	楌
26958 ----> uni694E	楎
26959 ----> uni694F	楏
26961 ----> uni6951	楑
26962 ----> uni6952	楒
26963 ----> uni6953	楓
26964 ----> uni6954	楔
26965 ----> uni6955	楕
26966 ----> uni6956	楖
26967 ----> uni6957	楗
26968 ----> uni6958	楘
26969 ----> uni6959	楙
26970 ----> uni695A	楚
26971 ----> uni695B	楛
26972 ----> uni695C	楜
26973 ----> uni695D	楝
26974 ----> uni695E	楞
26975 ----> uni695F	楟
26976 ----> uni6960	楠
26978 ----> uni6962	楢
26979 ----> uni6963	楣
26981 ----> uni6965	楥
26982 ----> uni6966	楦
26984 ----> uni6968	楨
26985 ----> uni6969	楩
26986 ----> uni696A	楪
26987 ----> uni696B	楫
26988 ----> uni696C	楬
26989 ----> uni696D	業
26990 ----> uni696E	楮
26991 ----> uni696F	楯
26992 ----> uni6970	楰
26993 ----> uni6971	楱
26995 ----> uni6973	楳
26996 ----> uni6974	楴
26997 ----> uni6975	極
26998 ----> uni6976	楶
26999 ----> uni6977	楷
27000 ----> uni6978	楸
27001 ----> uni6979	楹
27002 ----> uni697A	楺
27003 ----> uni697B	楻
27008 ----> uni6980	榀
27010 ----> uni6982	概
27011 ----> uni6983	榃
27014 ----> uni6986	榆
27018 ----> uni698A	榊
27021 ----> uni698D	榍
27022 ----> uni698E	榎
27024 ----> uni6990	榐
27025 ----> uni6991	榑
27027 ----> uni6993	榓
27028 ----> uni6994	榔
27029 ----> uni6995	榕
27030 ----> uni6996	榖
27031 ----> uni6997	榗
27032 ----> uni6998	榘
27033 ----> uni6999	榙
27034 ----> uni699A	榚
27035 ----> uni699B	榛
27036 ----> uni699C	榜
27038 ----> uni699E	榞
27040 ----> uni69A0	榠
27041 ----> uni69A1	榡
27043 ----> uni69A3	榣
27044 ----> uni69A4	榤
27045 ----> uni69A5	榥
27046 ----> uni69A6	榦
27047 ----> uni69A7	榧
27048 ----> uni69A8	榨
27049 ----> uni69A9	榩
27050 ----> uni69AA	榪
27051 ----> uni69AB	榫
27052 ----> uni69AC	榬
27053 ----> uni69AD	榭
27054 ----> uni69AE	榮
27055 ----> uni69AF	榯
27056 ----> uni69B0	榰
27057 ----> uni69B1	榱
27058 ----> uni69B2	榲
27059 ----> uni69B3	榳
27060 ----> uni69B4	榴
27061 ----> uni69B5	榵
27062 ----> uni69B6	榶
27063 ----> uni69B7	榷
27065 ----> uni69B9	榹
27067 ----> uni69BB	榻
27068 ----> uni69BC	榼
27069 ----> uni69BD	榽
27070 ----> uni69BE	榾
27071 ----> uni69BF	榿
27072 ----> uni69C0	槀
27073 ----> uni69C1	槁
27074 ----> uni69C2	槂
27075 ----> uni69C3	槃
27076 ----> uni69C4	槄
27078 ----> uni69C6	槆
27081 ----> uni69C9	槉
27082 ----> uni69CA	槊
27083 ----> uni69CB	構
27084 ----> uni69CC	槌
27085 ----> uni69CD	槍
27086 ----> uni69CE	槎
27087 ----> uni69CF	槏
27088 ----> uni69D0	槐
27091 ----> uni69D3	槓
27092 ----> uni69D4	槔
27097 ----> uni69D9	槙
27106 ----> uni69E2	槢
27108 ----> uni69E4	槤
27109 ----> uni69E5	槥
27110 ----> uni69E6	槦
27111 ----> uni69E7	槧
27112 ----> uni69E8	槨
27113 ----> uni69E9	槩
27115 ----> uni69EB	槫
27116 ----> uni69EC	槬
27117 ----> uni69ED	槭
27118 ----> uni69EE	槮
27121 ----> uni69F1	槱
27122 ----> uni69F2	槲
27123 ----> uni69F3	槳
27124 ----> uni69F4	槴
27126 ----> uni69F6	槶
27127 ----> uni69F7	槷
27128 ----> uni69F8	槸
27130 ----> uni69FA	槺
27131 ----> uni69FB	槻
27132 ----> uni69FC	槼
27133 ----> uni69FD	槽
27134 ----> uni69FE	槾
27135 ----> uni69FF	槿
27136 ----> uni6A00	樀
27137 ----> uni6A01	樁
27138 ----> uni6A02	樂
27140 ----> uni6A04	樄
27141 ----> uni6A05	樅
27142 ----> uni6A06	樆
27143 ----> uni6A07	樇
27144 ----> uni6A08	樈
27145 ----> uni6A09	樉
27146 ----> uni6A0A	樊
27147 ----> uni6A0B	樋
27149 ----> uni6A0D	樍
27151 ----> uni6A0F	樏
27153 ----> uni6A11	樑
27155 ----> uni6A13	樓
27156 ----> uni6A14	樔
27157 ----> uni6A15	樕
27158 ----> uni6A16	樖
27159 ----> uni6A17	樗
27160 ----> uni6A18	樘
27161 ----> uni6A19	標
27163 ----> uni6A1B	樛
27165 ----> uni6A1D	樝
27166 ----> uni6A1E	樞
27167 ----> uni6A1F	樟
27168 ----> uni6A20	樠
27169 ----> uni6A21	模
27171 ----> uni6A23	樣
27173 ----> uni6A25	樥
27174 ----> uni6A26	樦
27175 ----> uni6A27	樧
27176 ----> uni6A28	樨
27179 ----> uni6A2B	樫
27186 ----> uni6A32	樲
27188 ----> uni6A34	樴
27189 ----> uni6A35	樵
27192 ----> uni6A38	樸
27193 ----> uni6A39	樹
27194 ----> uni6A3A	樺
27195 ----> uni6A3B	樻
27196 ----> uni6A3C	樼
27197 ----> uni6A3D	樽
27198 ----> uni6A3E	樾
27199 ----> uni6A3F	樿
27200 ----> uni6A40	橀
27201 ----> uni6A41	橁
27204 ----> uni6A44	橄
27206 ----> uni6A46	橆
27207 ----> uni6A47	橇
27208 ----> uni6A48	橈
27209 ----> uni6A49	橉
27211 ----> uni6A4B	橋
27213 ----> uni6A4D	橍
27214 ----> uni6A4E	橎
27215 ----> uni6A4F	橏
27216 ----> uni6A50	橐
27217 ----> uni6A51	橑
27218 ----> uni6A52	橒
27220 ----> uni6A54	橔
27221 ----> uni6A55	橕
27222 ----> uni6A56	橖
27224 ----> uni6A58	橘
27225 ----> uni6A59	橙
27226 ----> uni6A5A	橚
27227 ----> uni6A5B	橛
27229 ----> uni6A5D	橝
27230 ----> uni6A5E	橞
27231 ----> uni6A5F	機
27232 ----> uni6A60	橠
27233 ----> uni6A61	橡
27234 ----> uni6A62	橢
27236 ----> uni6A64	橤
27238 ----> uni6A66	橦
27239 ----> uni6A67	橧
27240 ----> uni6A68	橨
27241 ----> uni6A69	橩
27242 ----> uni6A6A	橪
27243 ----> uni6A6B	橫
27245 ----> uni6A6D	橭
27247 ----> uni6A6F	橯
27254 ----> uni6A76	橶
27258 ----> uni6A7A	橺
27262 ----> uni6A7E	橾
27263 ----> uni6A7F	橿
27264 ----> uni6A80	檀
27265 ----> uni6A81	檁
27267 ----> uni6A83	檃
27268 ----> uni6A84	檄
27269 ----> uni6A85	檅
27271 ----> uni6A87	檇
27273 ----> uni6A89	檉
27276 ----> uni6A8C	檌
27277 ----> uni6A8D	檍
27278 ----> uni6A8E	檎
27280 ----> uni6A90	檐
27281 ----> uni6A91	檑
27282 ----> uni6A92	檒
27283 ----> uni6A93	檓
27284 ----> uni6A94	檔
27285 ----> uni6A95	檕
27286 ----> uni6A96	檖
27287 ----> uni6A97	檗
27290 ----> uni6A9A	檚
27291 ----> uni6A9B	檛
27292 ----> uni6A9C	檜
27293 ----> uni6A9D	檝
27294 ----> uni6A9E	檞
27295 ----> uni6A9F	檟
27296 ----> uni6AA0	檠
27297 ----> uni6AA1	檡
27298 ----> uni6AA2	檢
27299 ----> uni6AA3	檣
27300 ----> uni6AA4	檤
27301 ----> uni6AA5	檥
27302 ----> uni6AA6	檦
27304 ----> uni6AA8	檨
27308 ----> uni6AAC	檬
27309 ----> uni6AAD	檭
27310 ----> uni6AAE	檮
27311 ----> uni6AAF	檯
27314 ----> uni6AB2	檲
27315 ----> uni6AB3	檳
27316 ----> uni6AB4	檴
27318 ----> uni6AB6	檶
27319 ----> uni6AB7	檷
27320 ----> uni6AB8	檸
27321 ----> uni6AB9	檹
27322 ----> uni6ABA	檺
27323 ----> uni6ABB	檻
27325 ----> uni6ABD	檽
27330 ----> uni6AC2	櫂
27331 ----> uni6AC3	櫃
27333 ----> uni6AC5	櫅
27334 ----> uni6AC6	櫆
27335 ----> uni6AC7	櫇
27336 ----> uni6AC8	櫈
27338 ----> uni6ACA	櫊
27339 ----> uni6ACB	櫋
27340 ----> uni6ACC	櫌
27341 ----> uni6ACD	櫍
27343 ----> uni6ACF	櫏
27344 ----> uni6AD0	櫐
27345 ----> uni6AD1	櫑
27347 ----> uni6AD3	櫓
27353 ----> uni6AD9	櫙
27354 ----> uni6ADA	櫚
27355 ----> uni6ADB	櫛
27356 ----> uni6ADC	櫜
27357 ----> uni6ADD	櫝
27358 ----> uni6ADE	櫞
27359 ----> uni6ADF	櫟
27360 ----> uni6AE0	櫠
27361 ----> uni6AE1	櫡
27365 ----> uni6AE5	櫥
27367 ----> uni6AE7	櫧
27368 ----> uni6AE8	櫨
27370 ----> uni6AEA	櫪
27371 ----> uni6AEB	櫫
27372 ----> uni6AEC	櫬
27374 ----> uni6AEE	櫮
27375 ----> uni6AEF	櫯
27376 ----> uni6AF0	櫰
27377 ----> uni6AF1	櫱
